SKU,Type,Name,Description,Categories,Images,Regular price,Parent,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global
ARM0001,simple,Alambre Armoflex 2x14 + Tierra(76.2m),"<p>Optimiza tus proyectos con <strong>Alambre Armoflex 2x14 + Tierra(76.2m)</strong>, diseñado específicamente para ofrecer la máxima durabilidad y eficiencia. Este producto es fundamental para trabajos de material eléctrico  y  cableado, cumpliendo con los estándares de calidad más exigentes del mercado.</p>
<ul>
    <li><strong>Alto Rendimiento:</strong> Fabricado para resistir el uso continuo y condiciones de trabajo pesado.</li>
    <li><strong>Versatilidad:</strong> Ideal tanto para aplicaciones de nivel profesional como para proyectos de mejora del hogar.</li>
    <li><strong>Fácil Integración:</strong> Su diseño permite una instalación o uso rápido y seguro.</li>
</ul>
<p>Asegura un acabado impecable y resultados confiables en cada tarea.</p>",MATERIAL ELÉCTRICO > Cableado,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_ARM0001.jpg,78.92,,,,,,,,,,,,,
HC01,simple,Angulo Unicanal,"<p>El <strong>Angulo Unicanal</strong> es la elección perfecta para quienes buscan precisión y resistencia. Especialmente diseñado para el sector de material eléctrico  y  canalización, este artículo destaca por su excelente relación calidad-precio y su robustez.</p>
<ul>
    <li><strong>Construcción Sólida:</strong> Soporta las exigencias diarias del trabajo rudo.</li>
    <li><strong>Máxima Eficiencia:</strong> Diseñado ergonómicamente o estructurado para facilitar la tarea del usuario.</li>
    <li><strong>Estándar Industrial:</strong> Cumple con las normativas necesarias para un funcionamiento óptimo y seguro.</li>
</ul>
<p>No dejes la calidad de tus trabajos al azar; confía en componentes fabricados para durar.</p>",MATERIAL ELÉCTRICO > Canalización,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_HC01.png,32.57,,,,,,,,,,,,,
LEVI0031,simple,"Apagador Decora Doble 15a, 120/277v 5634W","<p>El <strong>Apagador Decora Doble 15a, 120/277v 5634W</strong> es la elección perfecta para quienes buscan precisión y resistencia. Especialmente diseñado para el sector de material eléctrico  y  instalación, este artículo destaca por su excelente relación calidad-precio y su robustez.</p>
<ul>
    <li><strong>Construcción Sólida:</strong> Soporta las exigencias diarias del trabajo rudo.</li>
    <li><strong>Máxima Eficiencia:</strong> Diseñado ergonómicamente o estructurado para facilitar la tarea del usuario.</li>
    <li><strong>Estándar Industrial:</strong> Cumple con las normativas necesarias para un funcionamiento óptimo y seguro.</li>
</ul>
<p>No dejes la calidad de tus trabajos al azar; confía en componentes fabricados para durar.</p>",MATERIAL ELÉCTRICO > Instalación,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_LEVI0031.jpg,234.27,,Marca,LEVITON,1.0,1.0,,,,,,,,
LEVI0028,simple,"Apagador Decora Sencillo 15a, 5601-2w","<p>El <strong>Apagador Decora Sencillo 15a, 5601-2w</strong> es la elección perfecta para quienes buscan precisión y resistencia. Especialmente diseñado para el sector de material eléctrico  y  instalación, este artículo destaca por su excelente relación calidad-precio y su robustez.</p>
<ul>
    <li><strong>Construcción Sólida:</strong> Soporta las exigencias diarias del trabajo rudo.</li>
    <li><strong>Máxima Eficiencia:</strong> Diseñado ergonómicamente o estructurado para facilitar la tarea del usuario.</li>
    <li><strong>Estándar Industrial:</strong> Cumple con las normativas necesarias para un funcionamiento óptimo y seguro.</li>
</ul>
<p>No dejes la calidad de tus trabajos al azar; confía en componentes fabricados para durar.</p>",MATERIAL ELÉCTRICO > Instalación,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_LEVI0028.jpg,63.49,,,,,,,,,,,,,
LEVI0030,simple,"Apagador Decora Sencillo 15a, 560302W","<p>Optimiza tus proyectos con <strong>Apagador Decora Sencillo 15a, 560302W</strong>, diseñado específicamente para ofrecer la máxima durabilidad y eficiencia. Este producto es fundamental para trabajos de material eléctrico  y  instalación, cumpliendo con los estándares de calidad más exigentes del mercado.</p>
<ul>
    <li><strong>Alto Rendimiento:</strong> Fabricado para resistir el uso continuo y condiciones de trabajo pesado.</li>
    <li><strong>Versatilidad:</strong> Ideal tanto para aplicaciones de nivel profesional como para proyectos de mejora del hogar.</li>
    <li><strong>Fácil Integración:</strong> Su diseño permite una instalación o uso rápido y seguro.</li>
</ul>
<p>Asegura un acabado impecable y resultados confiables en cada tarea.</p>",MATERIAL ELÉCTRICO > Instalación,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_LEVI0030.jpg,77.05,,,,,,,,,,,,,
ILV0005,simple,Apagador Doble Brushed Metal Negro,"<p>Descubre la confiabilidad de <strong>Apagador Doble Brushed Metal Negro</strong>. Una solución indispensable dentro de la línea de material eléctrico  y  instalación, elaborada con materiales de primera calidad para garantizar una larga vida útil y un desempeño superior.</p>
<ul>
    <li><strong>Durabilidad Comprobada:</strong> Materiales seleccionados para evitar el desgaste prematuro.</li>
    <li><strong>Uso Profesional y Doméstico:</strong> Se adapta perfectamente a las exigencias de contratistas y entusiastas del bricolaje.</li>
    <li><strong>Garantía de Calidad:</strong> Supera las pruebas de resistencia para brindar seguridad en tu obra o reparación.</li>
</ul>
<p>Equípate con las mejores herramientas y accesorios para llevar tus proyectos al siguiente nivel.</p>",MATERIAL ELÉCTRICO > Instalación,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_ILV0005.jpg,99.0,,,,,,,,,,,,,
ILV0002,simple,Apagador Doble Policarbonato Metal Blanco,"<p>El <strong>Apagador Doble Policarbonato Metal Blanco</strong> es la elección perfecta para quienes buscan precisión y resistencia. Especialmente diseñado para el sector de material eléctrico  y  instalación, este artículo destaca por su excelente relación calidad-precio y su robustez.</p>
<ul>
    <li><strong>Construcción Sólida:</strong> Soporta las exigencias diarias del trabajo rudo.</li>
    <li><strong>Máxima Eficiencia:</strong> Diseñado ergonómicamente o estructurado para facilitar la tarea del usuario.</li>
    <li><strong>Estándar Industrial:</strong> Cumple con las normativas necesarias para un funcionamiento óptimo y seguro.</li>
</ul>
<p>No dejes la calidad de tus trabajos al azar; confía en componentes fabricados para durar.</p>",MATERIAL ELÉCTRICO > Instalación,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_ILV0002.jpg,83.25,,,,,,,,,,,,,
LEVI0029,simple,Apagador Sencillo 1P 15A 120V Blanco 14512W,"<p>Optimiza tus proyectos con <strong>Apagador Sencillo 1P 15A 120V Blanco 14512W</strong>, diseñado específicamente para ofrecer la máxima durabilidad y eficiencia. Este producto es fundamental para trabajos de material eléctrico  y  instalación, cumpliendo con los estándares de calidad más exigentes del mercado.</p>
<ul>
    <li><strong>Alto Rendimiento:</strong> Fabricado para resistir el uso continuo y condiciones de trabajo pesado.</li>
    <li><strong>Versatilidad:</strong> Ideal tanto para aplicaciones de nivel profesional como para proyectos de mejora del hogar.</li>
    <li><strong>Fácil Integración:</strong> Su diseño permite una instalación o uso rápido y seguro.</li>
</ul>
<p>Asegura un acabado impecable y resultados confiables en cada tarea.</p>",MATERIAL ELÉCTRICO > Instalación,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_LEVI0029.jpg,32.88,,,,,,,,,,,,,
ILV0004,simple,Apagador Sencillo Brushed Metal Negro,"<p>Optimiza tus proyectos con <strong>Apagador Sencillo Brushed Metal Negro</strong>, diseñado específicamente para ofrecer la máxima durabilidad y eficiencia. Este producto es fundamental para trabajos de material eléctrico  y  instalación, cumpliendo con los estándares de calidad más exigentes del mercado.</p>
<ul>
    <li><strong>Alto Rendimiento:</strong> Fabricado para resistir el uso continuo y condiciones de trabajo pesado.</li>
    <li><strong>Versatilidad:</strong> Ideal tanto para aplicaciones de nivel profesional como para proyectos de mejora del hogar.</li>
    <li><strong>Fácil Integración:</strong> Su diseño permite una instalación o uso rápido y seguro.</li>
</ul>
<p>Asegura un acabado impecable y resultados confiables en cada tarea.</p>",MATERIAL ELÉCTRICO > Instalación,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_ILV0004.jpg,78.75,,,,,,,,,,,,,
ILV0001,simple,Apagador Sencillo Policarbonato Metal Blanco,"<p>El <strong>Apagador Sencillo Policarbonato Metal Blanco</strong> es la elección perfecta para quienes buscan precisión y resistencia. Especialmente diseñado para el sector de material eléctrico  y  instalación, este artículo destaca por su excelente relación calidad-precio y su robustez.</p>
<ul>
    <li><strong>Construcción Sólida:</strong> Soporta las exigencias diarias del trabajo rudo.</li>
    <li><strong>Máxima Eficiencia:</strong> Diseñado ergonómicamente o estructurado para facilitar la tarea del usuario.</li>
    <li><strong>Estándar Industrial:</strong> Cumple con las normativas necesarias para un funcionamiento óptimo y seguro.</li>
</ul>
<p>No dejes la calidad de tus trabajos al azar; confía en componentes fabricados para durar.</p>",MATERIAL ELÉCTRICO > Instalación,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_ILV0001.jpg,62.25,,,,,,,,,,,,,
1451ICP,simple,Apagador Tl 15A 120V Leviton,"<p>Descubre la confiabilidad de <strong>Apagador Tl 15A 120V Leviton</strong>. Una solución indispensable dentro de la línea de material eléctrico  y  instalación, elaborada con materiales de primera calidad para garantizar una larga vida útil y un desempeño superior.</p>
<ul>
    <li><strong>Durabilidad Comprobada:</strong> Materiales seleccionados para evitar el desgaste prematuro.</li>
    <li><strong>Uso Profesional y Doméstico:</strong> Se adapta perfectamente a las exigencias de contratistas y entusiastas del bricolaje.</li>
    <li><strong>Garantía de Calidad:</strong> Supera las pruebas de resistencia para brindar seguridad en tu obra o reparación.</li>
</ul>
<p>Equípate con las mejores herramientas y accesorios para llevar tus proyectos al siguiente nivel.</p>",MATERIAL ELÉCTRICO > Instalación,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_1451ICP.png,42.35,,,,,,,,,,,,,
ILV0006,simple,Apagador Triple Brushed Metal Negro,"<p>El <strong>Apagador Triple Brushed Metal Negro</strong> es la elección perfecta para quienes buscan precisión y resistencia. Especialmente diseñado para el sector de material eléctrico  y  instalación, este artículo destaca por su excelente relación calidad-precio y su robustez.</p>
<ul>
    <li><strong>Construcción Sólida:</strong> Soporta las exigencias diarias del trabajo rudo.</li>
    <li><strong>Máxima Eficiencia:</strong> Diseñado ergonómicamente o estructurado para facilitar la tarea del usuario.</li>
    <li><strong>Estándar Industrial:</strong> Cumple con las normativas necesarias para un funcionamiento óptimo y seguro.</li>
</ul>
<p>No dejes la calidad de tus trabajos al azar; confía en componentes fabricados para durar.</p>",MATERIAL ELÉCTRICO > Instalación,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_ILV0006.jpg,120.75,,,,,,,,,,,,,
ILV0003,simple,Apagador Triple Policarbonato Metal Blanco,"<p>Descubre la confiabilidad de <strong>Apagador Triple Policarbonato Metal Blanco</strong>. Una solución indispensable dentro de la línea de material eléctrico  y  instalación, elaborada con materiales de primera calidad para garantizar una larga vida útil y un desempeño superior.</p>
<ul>
    <li><strong>Durabilidad Comprobada:</strong> Materiales seleccionados para evitar el desgaste prematuro.</li>
    <li><strong>Uso Profesional y Doméstico:</strong> Se adapta perfectamente a las exigencias de contratistas y entusiastas del bricolaje.</li>
    <li><strong>Garantía de Calidad:</strong> Supera las pruebas de resistencia para brindar seguridad en tu obra o reparación.</li>
</ul>
<p>Equípate con las mejores herramientas y accesorios para llevar tus proyectos al siguiente nivel.</p>",MATERIAL ELÉCTRICO > Instalación,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_ILV0003.jpg,105.0,,,,,,,,,,,,,
AISL0001,simple,Apartarrayo Tipo Riser Pole 12 Kv,"<p>El <strong>Apartarrayo Tipo Riser Pole 12 Kv</strong> es la elección perfecta para quienes buscan precisión y resistencia. Especialmente diseñado para el sector de material eléctrico  y  control y protección, este artículo destaca por su excelente relación calidad-precio y su robustez.</p>
<ul>
    <li><strong>Construcción Sólida:</strong> Soporta las exigencias diarias del trabajo rudo.</li>
    <li><strong>Máxima Eficiencia:</strong> Diseñado ergonómicamente o estructurado para facilitar la tarea del usuario.</li>
    <li><strong>Estándar Industrial:</strong> Cumple con las normativas necesarias para un funcionamiento óptimo y seguro.</li>
</ul>
<p>No dejes la calidad de tus trabajos al azar; confía en componentes fabricados para durar.</p>",MATERIAL ELÉCTRICO > Control y protección,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_AISL0001.jpg,1401.12,,,,,,,,,,,,,
ARAC0005,simple,"Arandela Acero Inoxidable Plana 1/2""","<p>Descubre la confiabilidad de <strong>Arandela Acero Inoxidable Plana 1/2""</strong>. Una solución indispensable dentro de la línea de ferretería  y  ferretería general, elaborada con materiales de primera calidad para garantizar una larga vida útil y un desempeño superior.</p>
<ul>
    <li><strong>Durabilidad Comprobada:</strong> Materiales seleccionados para evitar el desgaste prematuro.</li>
    <li><strong>Uso Profesional y Doméstico:</strong> Se adapta perfectamente a las exigencias de contratistas y entusiastas del bricolaje.</li>
    <li><strong>Garantía de Calidad:</strong> Supera las pruebas de resistencia para brindar seguridad en tu obra o reparación.</li>
</ul>
<p>Equípate con las mejores herramientas y accesorios para llevar tus proyectos al siguiente nivel.</p>",FERRETERÍA > Ferretería general,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_ARAC0005.jpg,3.68,,,,,,,,,,,,,
ARAC0006,simple,Arandela Acero Inoxidable Presion - 1/2 Pulgadas,"<p>El <strong>Arandela Acero Inoxidable Presion - 1/2 Pulgadas</strong> es la elección perfecta para quienes buscan precisión y resistencia. Especialmente diseñado para el sector de ferretería  y  ferretería general, este artículo destaca por su excelente relación calidad-precio y su robustez.</p>
<ul>
    <li><strong>Construcción Sólida:</strong> Soporta las exigencias diarias del trabajo rudo.</li>
    <li><strong>Máxima Eficiencia:</strong> Diseñado ergonómicamente o estructurado para facilitar la tarea del usuario.</li>
    <li><strong>Estándar Industrial:</strong> Cumple con las normativas necesarias para un funcionamiento óptimo y seguro.</li>
</ul>
<p>No dejes la calidad de tus trabajos al azar; confía en componentes fabricados para durar.</p>",FERRETERÍA > Ferretería general,https://dummyimage.com/600x600/cccccc/000000.png,2.68,,Medida,1/2 pulg,1.0,1.0,Marca,,1.0,1.0,,,,
ARAC0007,simple,Arandela Acero Inoxidable Presion - 1/4 Pulgadas,"<p>Optimiza tus proyectos con <strong>Arandela Acero Inoxidable Presion - 1/4 Pulgadas</strong>, diseñado específicamente para ofrecer la máxima durabilidad y eficiencia. Este producto es fundamental para trabajos de ferretería  y  ferretería general, cumpliendo con los estándares de calidad más exigentes del mercado.</p>
<ul>
    <li><strong>Alto Rendimiento:</strong> Fabricado para resistir el uso continuo y condiciones de trabajo pesado.</li>
    <li><strong>Versatilidad:</strong> Ideal tanto para aplicaciones de nivel profesional como para proyectos de mejora del hogar.</li>
    <li><strong>Fácil Integración:</strong> Su diseño permite una instalación o uso rápido y seguro.</li>
</ul>
<p>Asegura un acabado impecable y resultados confiables en cada tarea.</p>",FERRETERÍA > Ferretería general,https://dummyimage.com/600x600/cccccc/000000.png,3.65,,Medida,1/4 pulg,1.0,1.0,Marca,,1.0,1.0,,,,
ARAC0008,simple,Arandela Acero Inoxidable Presion - 3/8 Pulgadas,"<p>El <strong>Arandela Acero Inoxidable Presion - 3/8 Pulgadas</strong> es la elección perfecta para quienes buscan precisión y resistencia. Especialmente diseñado para el sector de ferretería  y  ferretería general, este artículo destaca por su excelente relación calidad-precio y su robustez.</p>
<ul>
    <li><strong>Construcción Sólida:</strong> Soporta las exigencias diarias del trabajo rudo.</li>
    <li><strong>Máxima Eficiencia:</strong> Diseñado ergonómicamente o estructurado para facilitar la tarea del usuario.</li>
    <li><strong>Estándar Industrial:</strong> Cumple con las normativas necesarias para un funcionamiento óptimo y seguro.</li>
</ul>
<p>No dejes la calidad de tus trabajos al azar; confía en componentes fabricados para durar.</p>",FERRETERÍA > Ferretería general,https://dummyimage.com/600x600/cccccc/000000.png,3.65,,Medida,3/8 pulg,1.0,1.0,Marca,,1.0,1.0,,,,
ARAC0009,simple,Arandela Acero Inoxidable Presion - 5/8 Pulgadas,"<p>Descubre la confiabilidad de <strong>Arandela Acero Inoxidable Presion - 5/8 Pulgadas</strong>. Una solución indispensable dentro de la línea de ferretería  y  ferretería general, elaborada con materiales de primera calidad para garantizar una larga vida útil y un desempeño superior.</p>
<ul>
    <li><strong>Durabilidad Comprobada:</strong> Materiales seleccionados para evitar el desgaste prematuro.</li>
    <li><strong>Uso Profesional y Doméstico:</strong> Se adapta perfectamente a las exigencias de contratistas y entusiastas del bricolaje.</li>
    <li><strong>Garantía de Calidad:</strong> Supera las pruebas de resistencia para brindar seguridad en tu obra o reparación.</li>
</ul>
<p>Equípate con las mejores herramientas y accesorios para llevar tus proyectos al siguiente nivel.</p>",FERRETERÍA > Ferretería general,https://dummyimage.com/600x600/cccccc/000000.png,3.29,,Medida,5/8 pulg,1.0,1.0,Marca,,1.0,1.0,,,,
ARAN0015,simple,Arandela Cuadrada de - 1/2 Pulgadas,"<p>Descubre la confiabilidad de <strong>Arandela Cuadrada de - 1/2 Pulgadas</strong>. Una solución indispensable dentro de la línea de ferretería  y  ferretería general, elaborada con materiales de primera calidad para garantizar una larga vida útil y un desempeño superior.</p>
<ul>
    <li><strong>Durabilidad Comprobada:</strong> Materiales seleccionados para evitar el desgaste prematuro.</li>
    <li><strong>Uso Profesional y Doméstico:</strong> Se adapta perfectamente a las exigencias de contratistas y entusiastas del bricolaje.</li>
    <li><strong>Garantía de Calidad:</strong> Supera las pruebas de resistencia para brindar seguridad en tu obra o reparación.</li>
</ul>
<p>Equípate con las mejores herramientas y accesorios para llevar tus proyectos al siguiente nivel.</p>",FERRETERÍA > Ferretería general,https://dummyimage.com/600x600/cccccc/000000.png,18.0,,Medida,1/2 pulg,1.0,1.0,Marca,,1.0,1.0,,,,
ARAN0016,simple,Arandela Cuadrada de - 3/4 Pulgadas,"<p>Descubre la confiabilidad de <strong>Arandela Cuadrada de - 3/4 Pulgadas</strong>. Una solución indispensable dentro de la línea de ferretería  y  ferretería general, elaborada con materiales de primera calidad para garantizar una larga vida útil y un desempeño superior.</p>
<ul>
    <li><strong>Durabilidad Comprobada:</strong> Materiales seleccionados para evitar el desgaste prematuro.</li>
    <li><strong>Uso Profesional y Doméstico:</strong> Se adapta perfectamente a las exigencias de contratistas y entusiastas del bricolaje.</li>
    <li><strong>Garantía de Calidad:</strong> Supera las pruebas de resistencia para brindar seguridad en tu obra o reparación.</li>
</ul>
<p>Equípate con las mejores herramientas y accesorios para llevar tus proyectos al siguiente nivel.</p>",FERRETERÍA > Ferretería general,https://dummyimage.com/600x600/cccccc/000000.png,24.0,,Medida,3/4 pulg,1.0,1.0,Marca,,1.0,1.0,,,,
ARAN0002,simple,Arandela Galv Plana - 1/4 Pulgadas,"<p>Optimiza tus proyectos con <strong>Arandela Galv Plana - 1/4 Pulgadas</strong>, diseñado específicamente para ofrecer la máxima durabilidad y eficiencia. Este producto es fundamental para trabajos de ferretería  y  ferretería general, cumpliendo con los estándares de calidad más exigentes del mercado.</p>
<ul>
    <li><strong>Alto Rendimiento:</strong> Fabricado para resistir el uso continuo y condiciones de trabajo pesado.</li>
    <li><strong>Versatilidad:</strong> Ideal tanto para aplicaciones de nivel profesional como para proyectos de mejora del hogar.</li>
    <li><strong>Fácil Integración:</strong> Su diseño permite una instalación o uso rápido y seguro.</li>
</ul>
<p>Asegura un acabado impecable y resultados confiables en cada tarea.</p>",FERRETERÍA > Ferretería general,https://dummyimage.com/600x600/cccccc/000000.png,0.18,,Medida,1/4 pulg,1.0,1.0,Marca,,1.0,1.0,,,,
ARAN0004,simple,Arandela Galv Plana - 3/8 Pulgadas,"<p>Optimiza tus proyectos con <strong>Arandela Galv Plana - 3/8 Pulgadas</strong>, diseñado específicamente para ofrecer la máxima durabilidad y eficiencia. Este producto es fundamental para trabajos de ferretería  y  ferretería general, cumpliendo con los estándares de calidad más exigentes del mercado.</p>
<ul>
    <li><strong>Alto Rendimiento:</strong> Fabricado para resistir el uso continuo y condiciones de trabajo pesado.</li>
    <li><strong>Versatilidad:</strong> Ideal tanto para aplicaciones de nivel profesional como para proyectos de mejora del hogar.</li>
    <li><strong>Fácil Integración:</strong> Su diseño permite una instalación o uso rápido y seguro.</li>
</ul>
<p>Asegura un acabado impecable y resultados confiables en cada tarea.</p>",FERRETERÍA > Ferretería general,https://dummyimage.com/600x600/cccccc/000000.png,0.38,,Medida,3/8 pulg,1.0,1.0,Marca,,1.0,1.0,,,,
ARAN0005,simple,Arandela Galv Plana - 1/2 Pulgadas,"<p>El <strong>Arandela Galv Plana - 1/2 Pulgadas</strong> es la elección perfecta para quienes buscan precisión y resistencia. Especialmente diseñado para el sector de ferretería  y  ferretería general, este artículo destaca por su excelente relación calidad-precio y su robustez.</p>
<ul>
    <li><strong>Construcción Sólida:</strong> Soporta las exigencias diarias del trabajo rudo.</li>
    <li><strong>Máxima Eficiencia:</strong> Diseñado ergonómicamente o estructurado para facilitar la tarea del usuario.</li>
    <li><strong>Estándar Industrial:</strong> Cumple con las normativas necesarias para un funcionamiento óptimo y seguro.</li>
</ul>
<p>No dejes la calidad de tus trabajos al azar; confía en componentes fabricados para durar.</p>",FERRETERÍA > Ferretería general,https://dummyimage.com/600x600/cccccc/000000.png,1.46,,Medida,1/2 pulg,1.0,1.0,Marca,,1.0,1.0,,,,
ARAN0007,simple,Arandela Galv Plana - 3/4 Pulgadas,"<p>Descubre la confiabilidad de <strong>Arandela Galv Plana - 3/4 Pulgadas</strong>. Una solución indispensable dentro de la línea de ferretería  y  ferretería general, elaborada con materiales de primera calidad para garantizar una larga vida útil y un desempeño superior.</p>
<ul>
    <li><strong>Durabilidad Comprobada:</strong> Materiales seleccionados para evitar el desgaste prematuro.</li>
    <li><strong>Uso Profesional y Doméstico:</strong> Se adapta perfectamente a las exigencias de contratistas y entusiastas del bricolaje.</li>
    <li><strong>Garantía de Calidad:</strong> Supera las pruebas de resistencia para brindar seguridad en tu obra o reparación.</li>
</ul>
<p>Equípate con las mejores herramientas y accesorios para llevar tus proyectos al siguiente nivel.</p>",FERRETERÍA > Ferretería general,https://dummyimage.com/600x600/cccccc/000000.png,4.11,,Medida,3/4 pulg,1.0,1.0,Marca,,1.0,1.0,,,,
ARBR0003,simple,Arandela Plana Bronce Al Silicio - 1/4 Pulgadas,"<p>Optimiza tus proyectos con <strong>Arandela Plana Bronce Al Silicio - 1/4 Pulgadas</strong>, diseñado específicamente para ofrecer la máxima durabilidad y eficiencia. Este producto es fundamental para trabajos de ferretería  y  ferretería general, cumpliendo con los estándares de calidad más exigentes del mercado.</p>
<ul>
    <li><strong>Alto Rendimiento:</strong> Fabricado para resistir el uso continuo y condiciones de trabajo pesado.</li>
    <li><strong>Versatilidad:</strong> Ideal tanto para aplicaciones de nivel profesional como para proyectos de mejora del hogar.</li>
    <li><strong>Fácil Integración:</strong> Su diseño permite una instalación o uso rápido y seguro.</li>
</ul>
<p>Asegura un acabado impecable y resultados confiables en cada tarea.</p>",FERRETERÍA > Ferretería general,https://dummyimage.com/600x600/cccccc/000000.png,8.24,,Medida,1/4 pulg,1.0,1.0,Marca,,1.0,1.0,,,,
ARBR0005,simple,Arandela Plana Bronce Al Silicio - 3/8 Pulgadas,"<p>Optimiza tus proyectos con <strong>Arandela Plana Bronce Al Silicio - 3/8 Pulgadas</strong>, diseñado específicamente para ofrecer la máxima durabilidad y eficiencia. Este producto es fundamental para trabajos de ferretería  y  ferretería general, cumpliendo con los estándares de calidad más exigentes del mercado.</p>
<ul>
    <li><strong>Alto Rendimiento:</strong> Fabricado para resistir el uso continuo y condiciones de trabajo pesado.</li>
    <li><strong>Versatilidad:</strong> Ideal tanto para aplicaciones de nivel profesional como para proyectos de mejora del hogar.</li>
    <li><strong>Fácil Integración:</strong> Su diseño permite una instalación o uso rápido y seguro.</li>
</ul>
<p>Asegura un acabado impecable y resultados confiables en cada tarea.</p>",FERRETERÍA > Ferretería general,https://dummyimage.com/600x600/cccccc/000000.png,16.29,,Medida,3/8 pulg,1.0,1.0,Marca,,1.0,1.0,,,,
ARBR0010,simple,Arandela Plana Bronce Al Silicio - 1/2 Pulgadas,"<p>Descubre la confiabilidad de <strong>Arandela Plana Bronce Al Silicio - 1/2 Pulgadas</strong>. Una solución indispensable dentro de la línea de ferretería  y  ferretería general, elaborada con materiales de primera calidad para garantizar una larga vida útil y un desempeño superior.</p>
<ul>
    <li><strong>Durabilidad Comprobada:</strong> Materiales seleccionados para evitar el desgaste prematuro.</li>
    <li><strong>Uso Profesional y Doméstico:</strong> Se adapta perfectamente a las exigencias de contratistas y entusiastas del bricolaje.</li>
    <li><strong>Garantía de Calidad:</strong> Supera las pruebas de resistencia para brindar seguridad en tu obra o reparación.</li>
</ul>
<p>Equípate con las mejores herramientas y accesorios para llevar tus proyectos al siguiente nivel.</p>",FERRETERÍA > Ferretería general,https://dummyimage.com/600x600/cccccc/000000.png,28.4,,Medida,1/2 pulg,1.0,1.0,Marca,,1.0,1.0,,,,
ARBR0006,simple,Arandela Preion Br Al Silicio 3/8,"<p>Optimiza tus proyectos con <strong>Arandela Preion Br Al Silicio 3/8</strong>, diseñado específicamente para ofrecer la máxima durabilidad y eficiencia. Este producto es fundamental para trabajos de ferretería  y  ferretería general, cumpliendo con los estándares de calidad más exigentes del mercado.</p>
<ul>
    <li><strong>Alto Rendimiento:</strong> Fabricado para resistir el uso continuo y condiciones de trabajo pesado.</li>
    <li><strong>Versatilidad:</strong> Ideal tanto para aplicaciones de nivel profesional como para proyectos de mejora del hogar.</li>
    <li><strong>Fácil Integración:</strong> Su diseño permite una instalación o uso rápido y seguro.</li>
</ul>
<p>Asegura un acabado impecable y resultados confiables en cada tarea.</p>",FERRETERÍA > Ferretería general,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_ARBR0006.png,5.9,,,,,,,,,,,,,
ARAN0001,simple,Arandela Presion 1/4,"<p>Optimiza tus proyectos con <strong>Arandela Presion 1/4</strong>, diseñado específicamente para ofrecer la máxima durabilidad y eficiencia. Este producto es fundamental para trabajos de ferretería  y  ferretería general, cumpliendo con los estándares de calidad más exigentes del mercado.</p>
<ul>
    <li><strong>Alto Rendimiento:</strong> Fabricado para resistir el uso continuo y condiciones de trabajo pesado.</li>
    <li><strong>Versatilidad:</strong> Ideal tanto para aplicaciones de nivel profesional como para proyectos de mejora del hogar.</li>
    <li><strong>Fácil Integración:</strong> Su diseño permite una instalación o uso rápido y seguro.</li>
</ul>
<p>Asegura un acabado impecable y resultados confiables en cada tarea.</p>",FERRETERÍA > Ferretería general,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_ARAN0001.jpg,0.18,,,,,,,,,,,,,
