SKU,Type,Name,Description,Categories,Images,Regular price,Parent,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global
CDCR0001-BASE,simple,Codo con Rosca,"Codo con Rosca 1/2"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",FERRETERÍA > Hidráulico,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_CDCR0001-BASE.jpg,,,Medida,"1/2 pulg, 3/4 pulg, 1 1/4 pulg, 1 1/2 pulg, 2 1/2 pulg",1,1,Marca,,1,1,,,,
CDSR0001-BASE,simple,Codo sin Rosca,"Codo sin Rosca 1/2. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",FERRETERÍA > Hidráulico,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_CDSR0001-BASE.jpg,,,Medida,"1/2 pulg, 3/4 pulg, 1 1/4 pulg, 1 1/2 pulg",1,1,Marca,,1,1,,,,
46982-BASE,simple,"Condulet  Conexión Tipo C, Volteck","Condulet 1/2"" Conexiã³n Tipo C, Volteck. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/05/COLET-1-2-C.jpg,,,Medida,"1/2 pulg, 3/4 pulg",1,1,Marca,,1,1,,,,
46985-BASE,simple,"Condulet  Conexión Tipo Fs, Volteck","Condulet 1/2"" Conexiã³n Tipo Fs, Volteck. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/05/COLET-1-2-FS.jpg,,,Medida,"1/2 pulg, 3/4 pulg",1,1,Marca,,1,1,,,,
46970-BASE,simple,"Condulet  Conexión Tipo Lb, Volteck","Condulet 1/2"" Conexiã³n Tipo Lb, Volteck. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/05/COLET-1-2-LB.jpg,,,Medida,"1/2 pulg, 3/4 pulg",1,1,Marca,,1,1,,,,
46976-BASE,simple,"Condulet  Conexión Tipo Ll, Volteck","Condulet 1/2"" Conexiã³n Tipo Ll, Volteck. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/05/COLET-1-2-LL.jpg,,,Medida,"1/2 pulg, 3/4 pulg",1,1,Marca,,1,1,,,,
46973-BASE,simple,"Condulet  Conexión Tipo Lr, Volteck","Condulet 1/2"" Conexiã³n Tipo Lr, Volteck. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/05/COLET-1-2-LR.jpg,,,Medida,"1/2 pulg, 3/4 pulg",1,1,Marca,,1,1,,,,
46979-BASE,simple,"Condulet  Conexión Tipo T, Volteck","Condulet 1/2"" Conexiã³n Tipo T, Volteck. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/05/COLET-1-2-T.jpg,,,Medida,"1/2 pulg, 3/4 pulg",1,1,Marca,,1,1,,,,
COC0001-BASE,simple,Condulet C,"Condulet C 1/2. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_COC0001-BASE.png,,,Medida,"1/2 pulg, 3/4 pulg, 1 1/4 pulg, 1 1/2 pulg",1,1,Marca,,1,1,,,,
COLB0001-BASE,simple,Condulet Lb,"Condulet Lb 1/2. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_COLB0001-BASE.jpg,,,Medida,"1/2 pulg, 3/4 pulg, 1 1/4 pulg, 1 1/2 pulg",1,1,Marca,,1,1,,,,
COLL0001-BASE,simple,Condulet Ll,"Condulet Ll 1/2. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_COLL0001-BASE.jpg,,,Medida,"1/2 pulg, 3/4 pulg, 1 1/4 pulg",1,1,Marca,,1,1,,,,
COLR0001-BASE,simple,Condulet Lr,"Condulet Lr 1/2. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_COLR0001-BASE.jpg,,,Medida,"1/2 pulg, 3/4 pulg, 1 1/2 pulg",1,1,Marca,,1,1,,,,
COT0001-BASE,simple,Condulet Ot,"Condulet Ot 1/2. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_COT0001-BASE.png,,,Medida,"1/2 pulg, 3/4 pulg, 1 1/4 pulg, 1 1/2 pulg",1,1,Marca,,1,1,,,,
CTLI0016-BASE,simple,Conect Curvo Licutite,"Conect Curvo Licutite 1/2"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_CTLI0016-BASE.png,,,Medida,"1/2 pulg, 3/4 pulg, 1 1/4 pulg, 2 1/2 pulg",1,1,Marca,,1,1,,,,
CTGL0001-BASE,simple,Conect Glandula Plastico,"Conect Glandula Plastico 1/2. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_CTGL0001-BASE.jpg,,,Medida,"1/2 pulg, 3/4 pulg, 1 1/2 pulg",1,1,Marca,,1,1,,,,
CTLI0002-BASE,simple,Conect Recto Licutite,"Conect Recto Licutite 1/2"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_CTLI0002-BASE.png,,,Medida,"1/2 pulg, 3/4 pulg, 1 1/4 pulg, 1 1/2 pulg",1,1,Marca,,1,1,,,,
COBI0004-BASE,simple,Conector Bipartido Bim Cal,"Conector Bipartido Bim Cal 1/0. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_COBI0004-BASE.png,,,Medida,1/0 pulg,1,1,Marca,,1,1,,,,
46933-BASE,simple,"Conector Curvo de  para Tubo Liquid Tight, Volteck","Conector Curvo de 1/2"" para Tubo Liquid Tight, Volteck. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/05/CLQ-1-2C.jpg,,,Medida,"1/2 pulg, 3/4 pulg",1,1,Marca,,1,1,,,,
CTHU0001-BASE,simple,Conector Hub,"Conector Hub 1/2"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_CTHU0001-BASE.png,,,Medida,"1/2 pulg, 3/4 pulg, 1 1/4 pulg",1,1,Marca,,1,1,,,,
CTPV0001-BASE,simple,Conector Pvc T. Pesado,"Conector Pvc T. Pesado 1/2"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_CTPV0001-BASE.jpg,,,Medida,"1/2 pulg, 3/4 pulg, 1 1/4 pulg, 1 1/2 pulg, 2 1/2 pulg",1,1,Marca,,1,1,,,,
47340-BASE,simple,"Conector Recto  para Tubo Flexible Metálico, Volteck","Conector Recto 1/2"" para Tubo Flexible Metã¡lico, Volteck. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/05/CTF-1-2R.jpg,,,Medida,"1/2 pulg, 3/4 pulg",1,1,Marca,,1,1,,,,
46930-BASE,simple,"Conector Recto  para Tubo Liquid Tight, Volteck","Conector Recto 1/2"" para Tubo Liquid Tight, Volteck. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/05/CLQ-1-2R.jpg,,,Medida,"1/2 pulg, 3/4 pulg",1,1,Marca,,1,1,,,,
CTUR0001-BASE,simple,Conector Uso Rudo,"Conector Uso Rudo 1/2"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_CTUR0001-BASE.jpg,,,Medida,"1/2 pulg, 3/4 pulg",1,1,Marca,,1,1,,,,
CTVCL10-BASE,simple,Conector Vcl,"Conector Vcl1/0. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_CTVCL10-BASE.png,,,Medida,"1/0 pulg, 1/2 pulg, 4/0 pulg",1,1,Marca,,1,1,,,,
CTWP0001-BASE,simple,Conector Wp,"Conector Wp 1/2"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_CTWP0001-BASE.png,,,Medida,"1/2 pulg, 3/4 pulg, 1 1/4 pulg, 1 1/2 pulg, 2 1/2 pulg",1,1,Marca,,1,1,,,,
CTZA0016-BASE,simple,Conector Zapa Curvo,"Conector Zapa Curvo 1/2"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_CTZA0016-BASE.jpg,,,Medida,"1/2 pulg, 3/4 pulg, 1 1/4 pulg, 1 1/2 pulg",1,1,Marca,,1,1,,,,
CTZA0001-BASE,simple,Conector Zapa Recto,"Conector Zapa Recto 1/2"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_CTZA0001-BASE.jpg,,,Medida,"1/2 pulg, 3/4 pulg, 1 1/4 pulg, 2 1/2 pulg",1,1,Marca,,1,1,,,,
CTSR0001-BASE,simple,Conector con Tornillo,"Conector con Tornillo 1/2"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_CTSR0001-BASE.png,,,Medida,"1/2 pulg, 3/4 pulg, 1 1/4 pulg, 1 1/2 pulg, 2 1/2 pulg",1,1,Marca,,1,1,,,,
FULG0006-BASE,simple,"Contacto Chino Colgante 2p, 3h, , 220v","Contacto Chino Colgante 2p, 3h, 15a, 220v. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Instalación,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_FULG0006-BASE.jpg,,,Medida,15a,1,1,Marca,,1,1,,,,
LEVI0004-BASE,simple,Contacto Doble 2p  15a 125v  5325w,"Contacto Doble 2p 3w 15a 125v Blanco 5325w. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Instalación,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_LEVI0004-BASE.jpg,,,Medida,3w,1,1,Color,Blanco,1,1,Marca,,1,1
46105-BASE,simple,"Contacto Dúplex, Tierra Aislada, , Línea Standard","Contacto Dãºplex, Tierra Aislada, 15 A, Lã­nea Standard. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Instalación,"https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/05/CODO-TAS.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/05/CODO-TAS_EI1.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/05/CODO-TAS_EIND1.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/05/CODO-TAS_EM1.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/05/CODO-TAS_E1.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/05/CODO-TAS_FC1.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/05/CODO-TAS_FC2.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/05/CODO-TAS_FC3.jpg",,,Medida,"15 A, 20 A",1,1,Marca,,1,1,,,,
CONT0001-BASE,simple,Contratuerca,"Contratuerca 1/2"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_CONT0001-BASE.jpg,,,Medida,"1/2 pulg, 3/4 pulg, 1 1/4 pulg, 1 1/2 pulg, 2 1/2 pulg",1,1,Marca,,1,1,,,,
COHE0001-BASE,simple,Cople Hexagonal,"Cople Hexagonal 1/4. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_COHE0001-BASE.jpg,,,Medida,"1/4 pulg, 3/8 pulg, 1/2 pulg",1,1,Marca,,1,1,,,,
COPV0001-BASE,simple,Cople Pvc T. Pesado,"Cople Pvc T. Pesado 1/2"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_COPV0001-BASE.jpg,,,Medida,"1/2 pulg, 3/4 pulg, 1 1/4 pulg, 1 1/2 pulg, 2 1/2 pulg",1,1,Marca,,1,1,,,,
COWP0001-BASE,simple,Cople Wp,"Cople Wp 1/2"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_COWP0001-BASE.png,,,Medida,"1/2 pulg, 3/4 pulg, 1 1/4 pulg, 2 1/2 pulg",1,1,Marca,,1,1,,,,
COCR0001-BASE,simple,Cople con Rosca,"Cople con Rosca 1/2"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://electricaseis.com.mx/465-large_default/cople-galvanizado-12-c30-con-rosca.jpg,,,Medida,"1/2 pulg, 3/4 pulg, 1 1/4 pulg, 1 1/2 pulg, 2 1/2 pulg",1,1,Marca,,1,1,,,,
COCR0001,simple,Cople con Rosca - 1/2 pulg,"Cople con Rosca 1/2"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://electricaseis.com.mx/465-large_default/cople-galvanizado-12-c30-con-rosca.jpg,9.06,,Medida,1/2 pulg,1,1,Marca,,1,1,,,,
COCR0002,simple,Cople con Rosca - 3/4 pulg,"Cople con Rosca 3/4"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://electricaseis.com.mx/465-large_default/cople-galvanizado-12-c30-con-rosca.jpg,12.92,,Medida,3/4 pulg,1,1,Marca,,1,1,,,,
COCR0004,simple,Cople con Rosca - 1 1/4 pulg,"Cople con Rosca 1 1/4"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://electricaseis.com.mx/465-large_default/cople-galvanizado-12-c30-con-rosca.jpg,46.11,,Medida,1 1/4 pulg,1,1,Marca,,1,1,,,,
COCR0005,simple,Cople con Rosca - 1 1/2 pulg,"Cople con Rosca 1 1/2"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://electricaseis.com.mx/465-large_default/cople-galvanizado-12-c30-con-rosca.jpg,51.6,,Medida,1 1/2 pulg,1,1,Marca,,1,1,,,,
COCR0007,simple,Cople con Rosca - 2 1/2 pulg,"Cople con Rosca 2 1/2"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://electricaseis.com.mx/465-large_default/cople-galvanizado-12-c30-con-rosca.jpg,291.6,,Medida,2 1/2 pulg,1,1,Marca,,1,1,,,,
COCR0003,simple,"Cople con Rosca 1""","Cople con Rosca 1"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://electricaseis.com.mx/465-large_default/cople-galvanizado-12-c30-con-rosca.jpg,21.24,,,,,,,,,,,,,
COCR0006,simple,"Cople con Rosca 2""","Cople con Rosca 2"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://electricaseis.com.mx/465-large_default/cople-galvanizado-12-c30-con-rosca.jpg,58.95,,,,,,,,,,,,,
COCR0008,simple,"Cople con Rosca 3""","Cople con Rosca 3"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://electricaseis.com.mx/465-large_default/cople-galvanizado-12-c30-con-rosca.jpg,220.01,,,,,,,,,,,,,
COCR0010,simple,"Cople con Rosca 4""","Cople con Rosca 4"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://electricaseis.com.mx/465-large_default/cople-galvanizado-12-c30-con-rosca.jpg,540.47,,,,,,,,,,,,,
COCR040,simple,Cople con Rosca Cedula 40 3/4,"Cople con Rosca Cedula 40 3/4. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://electricaseis.com.mx/465-large_default/cople-galvanizado-12-c30-con-rosca.jpg,540.47,,,,,,,,,,,,,
COSR0001-BASE,simple,Cople con Tornillo,"Cople con Tornillo 1/2"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_COSR0001-BASE.jpg,,,Medida,"1/2 pulg, 3/4 pulg, 1 1/4 pulg, 1 1/2 pulg, 2 1/2 pulg, 3 1/2 pulg",1,1,Marca,,1,1,,,,
13188-BASE,simple,"Dado Largo de ', 6 Puntas, Cuadro 1/4', Truper","Dado Largo de 1/2', 6 Puntas, Cuadro 1/4', Truper. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",Varios,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_13188-BASE.jpg,,,Medida,"1/2 pulg, 3/8 pulg",1,1,Marca,,1,1,,,,
13182-BASE,simple,"Dado Largo de , 6 Puntas, Cuadro 1/4"", Truper","Dado Largo de 1/4"", 6 Puntas, Cuadro 1/4"", Truper. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",FERRETERÍA > Manuales,"https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/05/D-1408-L.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/05/D-1408-L_EI1.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/05/D-1408-L_EIND1.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/05/D-1408-L_E1.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/05/D-1408-L_FC1.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/05/D-1408-L_FC2.jpg",,,Medida,"1/4 pulg, 5/16 pulg, 8 Mm, 9 Mm",1,1,Marca,,1,1,,,,
13204-BASE,simple,"Dado Largo de , 6 Puntas, Cuadro 1/4', Truper","Dado Largo de 10 Mm, 6 Puntas, Cuadro 1/4', Truper. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",Varios,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_13204-BASE.jpg,,,Medida,"10 Mm, 13 Mm",1,1,Marca,,1,1,,,,
6910H-BASE,simple,Dado de Impacto  6 Puntas 5/16,"Dado de Impacto 1/4"" 6 Puntas 5/16. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",Varios,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_6910H-BASE.jpg,,,Medida,"1/4 pulg, 3/8 pulg",1,1,Marca,,1,1,,,,
D416V-BASE,simple,"Destornillador con Mango  Dieléctrico , Punta","Destornillador con Mango Amarillo Dieléctrico 1000 V, Punta. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",Varios,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_D416V-BASE.jpg,,,Medida,1000 V,1,1,Color,Amarillo,1,1,Marca,,1,1
YD360B-BASE,simple,Empotrador Dirigible Mr 16,"Empotrador Dirigible Mr 16 Blanco. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",ILUMINACIÓN > Interior,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_YD360B-BASE.jpg,,,Color,"Blanco, Negro",1,1,Marca,,1,1,,,,
10920-BASE,simple,"Espuma Expansiva de Poliuretano, , Truper","Espuma Expansiva de Poliuretano, 500 Ml, Truper. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",FERRETERÍA > Albañilería,"https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/05/ESEX-500.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/05/ESEX-500_EI1.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/05/ESEX-500_EM1.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/05/ESEX-500_FC1.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/05/ESEX-500_FC2.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/05/ESEX-500_FC3.jpg",,,Medida,"500 Ml, 750 Ml",1,1,Marca,,1,1,,,,
12939-BASE,simple,"Estuche con 5 Dados Magnéticos de  Largo 2-1/2"", Expert","Estuche con 5 Dados Magnã©ticos de 1/4"" Largo 2-1/2"", Expert. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",FERRETERÍA > Manuales,"https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/05/PUDE-9025.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/05/PUDE-9025_E1.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/05/PUDE-9025_FC1.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/05/PUDE-9025_FC2.jpg",,,Medida,"1/4 pulg, 3/8 pulg, 5/16 pulg",1,1,Marca,,1,1,,,,
48000-BASE,simple,"Extensión Eléctrica Doméstica  Clavija Plana, Blanca","Extensiã³n Elã©ctrica Domã©stica 2 M Clavija Plana, Blanca. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Accesorios eléctricos,"https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/05/ED-2B.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/05/ED-2B_D1.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/05/ED-2B_EI2.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/05/ED-2B_EIND1.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/05/ED-2B_EM1.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/05/ED-2B_E1.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/05/ED-2B_FC1.jpg",,,Medida,"2 M, 3 M, 4 M, 6 M, 10 M",1,1,Marca,,1,1,,,,
46553-BASE,simple,"Extensión Reforzada Aterrizada  3x12 Awg, Volteck","Extensiã³n Reforzada Aterrizada 6 M 3x12 Awg, Volteck. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Cableado,"https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/05/ERA-6X12.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/05/ERA-6X12_D1.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/05/ERA-6X12_EI1.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/05/ERA-6X12_EIND1.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/05/ERA-6X12_EM1.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/05/ERA-6X12_E1.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/05/ERA-6X12_FC1.jpg",,,Medida,"6 M, 10 M",1,1,Marca,,1,1,,,,
