SKU,Type,Name,Description,Categories,Images,Regular price,Parent,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s)
BALA0030,simple,Bal Ele 3x32 T8 Icn-3p32n Philips,Balastro electrónico para el control y encendido de lámparas fluorescentes o de descarga. Regula la corriente para prolongar la vida útil del foco y mejorar la eficiencia energética de la luminaria. Su diseño compacto facilita la instalación en distintos tipos de armaduras y luminarias.,,"https://m.media-amazon.com/images/I/71Y+KZM5q3L._AC_UF894,1000_QL80_.jpg",243.45,,,,,,,
BALA0010,simple,"Bal Ele 4 Lamp T8 (17,31,32 W) 127v758-432-sc",Balastro electrónico para el control y encendido de lámparas fluorescentes o de descarga. Regula la corriente para prolongar la vida útil del foco y mejorar la eficiencia energética de la luminaria. Su diseño compacto facilita la instalación en distintos tipos de armaduras y luminarias.,,https://illuminer.com.mx/wp-content/uploads/2023/05/BE-1X20.jpg,383.85,,,,,,,
BALA0027,simple,Bal Mag 2x75w T12 127v Phillips,Balastro electrónico para el control y encendido de lámparas fluorescentes o de descarga. Regula la corriente para prolongar la vida útil del foco y mejorar la eficiencia energética de la luminaria. Su diseño compacto facilita la instalación en distintos tipos de armaduras y luminarias.,,https://illuminer.com.mx/wp-content/uploads/2023/05/BE-1X20.jpg,223.05,,,,,,,
BALA0032-BASE,variable,Balastro Aditivo Metalico,Balastro electrónico para el control y encendido de lámparas fluorescentes o de descarga. Regula la corriente para prolongar la vida útil del foco y mejorar la eficiencia energética de la luminaria. Su diseño compacto facilita la instalación en distintos tipos de armaduras y luminarias.,,https://illuminer.com.mx/wp-content/uploads/2023/05/BE-1X20.jpg,,,Medida,"1000w, 4000w",1,1,,
BALA0032,variation,Balastro Aditivo Metalico - 1000w,Balastro electrónico para el control y encendido de lámparas fluorescentes o de descarga. Regula la corriente para prolongar la vida útil del foco y mejorar la eficiencia energética de la luminaria. Su diseño compacto facilita la instalación en distintos tipos de armaduras y luminarias.,,https://illuminer.com.mx/wp-content/uploads/2023/05/BE-1X20.jpg,0.0,id:BALA0032-BASE,Medida,1000w,1,1,,
BALA0400,variation,Balastro Aditivo Metalico - 4000w,Producto de excelente calidad: Balastro Aditivo Metalico 4000w. Ideal para uso general o especializado. Adquiérelo al mejor precio.,Nuevo,,1225.71,id:BALA0032-BASE,Medida,4000w,1,1,,
BALA0031,simple,Balastro Vapor de Sodio de 250w,Balastro electrónico para el control y encendido de lámparas fluorescentes o de descarga. Regula la corriente para prolongar la vida útil del foco y mejorar la eficiencia energética de la luminaria. Su diseño compacto facilita la instalación en distintos tipos de armaduras y luminarias.,,https://illuminer.com.mx/wp-content/uploads/2023/05/BE-1X20.jpg,1308.63,,,,,,,
10638732,simple,Banco de Capacitores 480v-40k Var,"Banco de alta calidad para uso profesional y doméstico. Fabricado con materiales seleccionados que garantizan durabilidad y un rendimiento confiable en cada aplicación. Ideal para proyectos de construcción, instalaciones y mantenimiento general en el hogar, taller o empresa.",,https://m.media-amazon.com/images/I/41KF0YiH+RL._AC_.jpg,5303.63,,,,,,,
101734,simple,"Banda de 4"" X 9 M con Gancho Plano para Malacate, Truper","Banda de alta calidad para uso profesional y doméstico. Fabricado con materiales seleccionados que garantizan durabilidad y un rendimiento confiable en cada aplicación. Ideal para proyectos de construcción, instalaciones y mantenimiento general en el hogar, taller o empresa.",,"https://www.truper.com/media/import/imagenes/MAL-B3P.jpg, https://www.truper.com/media/import/imagenes/MAL-B3P+EI1.jpg, https://www.truper.com/media/import/imagenes/MAL-B3P+EIND1.jpg, https://www.truper.com/media/import/imagenes/MAL-B3P+EM1.jpg, https://www.truper.com/media/import/imagenes/MAL-B3P+E1.jpg",357.76,,,,,,,
MG50432,simple,Bandeja Charofil 66/150 Ancho,Charola portacables metálica para el tendido y soporte de conductores eléctricos en instalaciones industriales y comerciales. Fabricada en acero galvanizado de alta resistencia para soportar grandes volúmenes de cable. Permite un mantenimiento sencillo y una expansión del sistema eléctrico en el futuro.,,"https://m.media-amazon.com/images/I/41x7qK5d7bL._AC_UF894,1000_QL80_.jpg",361.57,,,,,,,
137620,simple,Barbiquejo con Barbilla,"Barbiquejo de alta calidad para uso profesional y doméstico. Fabricado con materiales seleccionados que garantizan durabilidad y un rendimiento confiable en cada aplicación. Ideal para proyectos de construcción, instalaciones y mantenimiento general en el hogar, taller o empresa.",,"https://m.media-amazon.com/images/I/71zN9V4i+aL._AC_UF894,1000_QL80_.jpg",21.55,,,,,,,
SURT0017,simple,Barra de 6 Constactos con Supresor 15amp,"Barra de alta calidad para uso profesional y doméstico. Fabricado con materiales seleccionados que garantizan durabilidad y un rendimiento confiable en cada aplicación. Ideal para proyectos de construcción, instalaciones y mantenimiento general en el hogar, taller o empresa.",,"https://m.media-amazon.com/images/I/71fE-5EGHRL._AC_UF894,1000_QL80_.jpg",159.48,,,,,,,
SURT0015,simple,Barra de 6 Ctos. con Supresor,"Barra de alta calidad para uso profesional y doméstico. Fabricado con materiales seleccionados que garantizan durabilidad y un rendimiento confiable en cada aplicación. Ideal para proyectos de construcción, instalaciones y mantenimiento general en el hogar, taller o empresa.",,"https://m.media-amazon.com/images/I/71fE-5EGHRL._AC_UF894,1000_QL80_.jpg",294.67,,,,,,,
PROF0002,simple,"Barreta Hexagonal de 1""x1.75m","Barreta de alta calidad para uso profesional y doméstico. Fabricado con materiales seleccionados que garantizan durabilidad y un rendimiento confiable en cada aplicación. Ideal para proyectos de construcción, instalaciones y mantenimiento general en el hogar, taller o empresa.",,"https://m.media-amazon.com/images/I/71zN9V4i+aL._AC_UF894,1000_QL80_.jpg",837.0,,,,,,,
102672,simple,"Barreta de Uã±a de 7/8"" X 105 Cm, Truper Expert","Barreta de alta calidad para uso profesional y doméstico. Fabricado con materiales seleccionados que garantizan durabilidad y un rendimiento confiable en cada aplicación. Ideal para proyectos de construcción, instalaciones y mantenimiento general en el hogar, taller o empresa.",,"https://www.truper.com/media/import/imagenes/BU-105X.jpg, https://www.truper.com/media/import/imagenes/BU-105X+FC1.jpg, https://www.truper.com/media/import/imagenes/BU-105X+FC2.jpg",280.17,,,,,,,
BASE0001,simple,Base Piramidal Concreto 40x80x100 Cm,"Base de alta calidad para uso profesional y doméstico. Fabricado con materiales seleccionados que garantizan durabilidad y un rendimiento confiable en cada aplicación. Ideal para proyectos de construcción, instalaciones y mantenimiento general en el hogar, taller o empresa.",,"https://m.media-amazon.com/images/I/71Y+KZM5q3L._AC_UF894,1000_QL80_.jpg",4177.5,,,,,,,
SURT0018,simple,Base Portalampara P/tubo T8 2 Pin G13,"Tubo fluorescente  para iluminación general en oficinas, tiendas, bodegas y espacios comerciales. Ofrece una luz amplia y uniforme con un rendimiento energético eficiente. Compatible con la mayoría de las luminarias y balastros estándar del mercado.",,"https://m.media-amazon.com/images/I/61W8GZ+VxCL._AC_UF894,1000_QL80_.jpg",18.86,,,,,,,
SURT0020,simple,Base Portalampara T5 Clip,Portalámpara de alta calidad para instalación de tubos fluorescentes y LED en luminarias y armaduras. Su contacto de latón garantiza una conexión eléctrica segura y de baja resistencia. Compatible con los tubos de base G13 (T8) o G5 (T5) más comunes del mercado.,,"https://m.media-amazon.com/images/I/61W8GZ+VxCL._AC_UF894,1000_QL80_.jpg",7.46,,,,,,,
SURT0019,simple,Base Portalampara T5 Redorndo,Portalámpara de alta calidad para instalación de tubos fluorescentes y LED en luminarias y armaduras. Su contacto de latón garantiza una conexión eléctrica segura y de baja resistencia. Compatible con los tubos de base G13 (T8) o G5 (T5) más comunes del mercado.,,"https://m.media-amazon.com/images/I/61W8GZ+VxCL._AC_UF894,1000_QL80_.jpg",7.46,,,,,,,
SURT0021,simple,Base Portalampara T5 con Cable,Portalámpara de alta calidad para instalación de tubos fluorescentes y LED en luminarias y armaduras. Su contacto de latón garantiza una conexión eléctrica segura y de baja resistencia. Compatible con los tubos de base G13 (T8) o G5 (T5) más comunes del mercado.,,"https://m.media-amazon.com/images/I/61W8GZ+VxCL._AC_UF894,1000_QL80_.jpg",7.46,,,,,,,
MILB0001,simple,Base de Medicion 5x100 Milbank,"Base de alta calidad para uso profesional y doméstico. Fabricado con materiales seleccionados que garantizan durabilidad y un rendimiento confiable en cada aplicación. Ideal para proyectos de construcción, instalaciones y mantenimiento general en el hogar, taller o empresa.",,"https://m.media-amazon.com/images/I/61Bv7Z8RVHL._AC_UF894,1000_QL80_.jpg",1668.0,,,,,,,
MILB0002,simple,Base de Medicion 5x200 Milbank,"Base de alta calidad para uso profesional y doméstico. Fabricado con materiales seleccionados que garantizan durabilidad y un rendimiento confiable en cada aplicación. Ideal para proyectos de construcción, instalaciones y mantenimiento general en el hogar, taller o empresa.",,"https://m.media-amazon.com/images/I/61Bv7Z8RVHL._AC_UF894,1000_QL80_.jpg",1236.46,,,,,,,
MILB0003,simple,Base de Medicion 7x100 Milbank,"Base de alta calidad para uso profesional y doméstico. Fabricado con materiales seleccionados que garantizan durabilidad y un rendimiento confiable en cada aplicación. Ideal para proyectos de construcción, instalaciones y mantenimiento general en el hogar, taller o empresa.",,"https://m.media-amazon.com/images/I/61Bv7Z8RVHL._AC_UF894,1000_QL80_.jpg",2847.55,,,,,,,
BACI0002,simple,"Base para Cincho 1 1/4"" X 1 1/4",Base de soporte para instalaciones eléctricas y equipos de iluminación. Fabricada en material resistente a la temperatura y al desgaste para una sujeción firme y duradera. Facilita la instalación y el mantenimiento de componentes eléctricos.,,"https://m.media-amazon.com/images/I/71Y+KZM5q3L._AC_UF894,1000_QL80_.jpg",3.34,,,,,,,
BACI0001,simple,"Base para Cincho 3/4"" X 3/4",Base de soporte para instalaciones eléctricas y equipos de iluminación. Fabricada en material resistente a la temperatura y al desgaste para una sujeción firme y duradera. Facilita la instalación y el mantenimiento de componentes eléctricos.,,"https://m.media-amazon.com/images/I/71Y+KZM5q3L._AC_UF894,1000_QL80_.jpg",2.36,,,,,,,
SURT0004,simple,Base para Lampara T8 2pin V con Cable,Portalámpara de alta calidad para instalación de tubos fluorescentes y LED en luminarias y armaduras. Su contacto de latón garantiza una conexión eléctrica segura y de baja resistencia. Compatible con los tubos de base G13 (T8) o G5 (T5) más comunes del mercado.,,https://viakon.com/wp-content/uploads/2021/03/Cable-THW-LS.jpg,21.0,,,,,,,
BAMA0001-BASE,variable,Base para Mastil,Base de soporte para instalaciones eléctricas y equipos de iluminación. Fabricada en material resistente a la temperatura y al desgaste para una sujeción firme y duradera. Facilita la instalación y el mantenimiento de componentes eléctricos.,,"https://m.media-amazon.com/images/I/71Y+KZM5q3L._AC_UF894,1000_QL80_.jpg",,,Medida,"3/4 pulg, 1 1/4 pulg, 1 1/2 pulg, 2 1/2 pulg",1,1,,
BAMA0001,variation,Base para Mastil - 3/4 pulg,Base de soporte para instalaciones eléctricas y equipos de iluminación. Fabricada en material resistente a la temperatura y al desgaste para una sujeción firme y duradera. Facilita la instalación y el mantenimiento de componentes eléctricos.,,"https://m.media-amazon.com/images/I/71Y+KZM5q3L._AC_UF894,1000_QL80_.jpg",35.02,id:BAMA0001-BASE,Medida,3/4 pulg,1,1,,
BAMA0003,variation,Base para Mastil - 1 1/4 pulg,Base de soporte para instalaciones eléctricas y equipos de iluminación. Fabricada en material resistente a la temperatura y al desgaste para una sujeción firme y duradera. Facilita la instalación y el mantenimiento de componentes eléctricos.,,"https://m.media-amazon.com/images/I/71Y+KZM5q3L._AC_UF894,1000_QL80_.jpg",38.31,id:BAMA0001-BASE,Medida,1 1/4 pulg,1,1,,
BAMA0004,variation,Base para Mastil - 1 1/2 pulg,Base de soporte para instalaciones eléctricas y equipos de iluminación. Fabricada en material resistente a la temperatura y al desgaste para una sujeción firme y duradera. Facilita la instalación y el mantenimiento de componentes eléctricos.,,"https://m.media-amazon.com/images/I/71Y+KZM5q3L._AC_UF894,1000_QL80_.jpg",39.73,id:BAMA0001-BASE,Medida,1 1/2 pulg,1,1,,
BAMA0006,variation,Base para Mastil - 2 1/2 pulg,Base de soporte para instalaciones eléctricas y equipos de iluminación. Fabricada en material resistente a la temperatura y al desgaste para una sujeción firme y duradera. Facilita la instalación y el mantenimiento de componentes eléctricos.,,"https://m.media-amazon.com/images/I/71Y+KZM5q3L._AC_UF894,1000_QL80_.jpg",0.0,id:BAMA0001-BASE,Medida,2 1/2 pulg,1,1,,
BAMA0002,simple,Base para Mastil 1,Base de soporte para instalaciones eléctricas y equipos de iluminación. Fabricada en material resistente a la temperatura y al desgaste para una sujeción firme y duradera. Facilita la instalación y el mantenimiento de componentes eléctricos.,,"https://m.media-amazon.com/images/I/71Y+KZM5q3L._AC_UF894,1000_QL80_.jpg",36.12,,,,,,,
BAMA0005,simple,Base para Mastil 2,Base de soporte para instalaciones eléctricas y equipos de iluminación. Fabricada en material resistente a la temperatura y al desgaste para una sujeción firme y duradera. Facilita la instalación y el mantenimiento de componentes eléctricos.,,"https://m.media-amazon.com/images/I/71Y+KZM5q3L._AC_UF894,1000_QL80_.jpg",40.25,,,,,,,
46025,simple,"Base para Watthorã­metro, 4 Terminales, Volteck",Base de soporte para instalaciones eléctricas y equipos de iluminación. Fabricada en material resistente a la temperatura y al desgaste para una sujeción firme y duradera. Facilita la instalación y el mantenimiento de componentes eléctricos.,,"https://www.truper.com/media/import/imagenes/BASE-4.jpg, https://www.truper.com/media/import/imagenes/BASE-4+D1.jpg, https://www.truper.com/media/import/imagenes/BASE-4+EI1.jpg, https://www.truper.com/media/import/imagenes/BASE-4+EIND1.jpg, https://www.truper.com/media/import/imagenes/BASE-4+EM1.jpg, https://www.truper.com/media/import/imagenes/BASE-4+E1.jpg, https://www.truper.com/media/import/imagenes/BASE-4+FC1.jpg, https://www.truper.com/media/import/imagenes/BASE-4+FC2.jpg",180.17,,,,,,,
ESTE0007,simple,Base-light-cct 120cm 36w Led Cct,"Base-light-cct de alta calidad para uso profesional y doméstico. Fabricado con materiales seleccionados que garantizan durabilidad y un rendimiento confiable en cada aplicación. Ideal para proyectos de construcción, instalaciones y mantenimiento general en el hogar, taller o empresa.",,https://ferreabasto.com/cdn/shop/products/lampara-de-led-circular-empotrable-para-techo-blanca-12w-840lm-luz-fria-6500k-con-nom-1255-sanelec.jpg,1573.95,,,,,,,
46315INDIV,simple,Bateria Alcalina Aa Individual,"Pila alcalina AA de larga duración para uso en controles remotos, juguetes, linternas, relojes y dispositivos electrónicos portátiles. Su fórmula de alta energía garantiza una potencia estable desde el primer hasta el último momento de uso. Ideal para mantener en casa como respaldo para todos tus dispositivos de uso diario.",,"https://m.media-amazon.com/images/I/71GGBI3kToL._AC_UF894,1000_QL80_.jpg",13.36,,,,,,,
46316INDII,simple,Batrial Aaa,"Pila alcalina AAA de larga duración para uso en controles remotos, juguetes, linternas, relojes y dispositivos electrónicos portátiles. Su fórmula de alta energía garantiza una potencia estable desde el primer hasta el último momento de uso. Ideal para mantener en casa como respaldo para todos tus dispositivos de uso diario.",,"https://m.media-amazon.com/images/I/71Y+KZM5q3L._AC_UF894,1000_QL80_.jpg",11.5,,,,,,,
2713,simple,"Bisagra Cuadrada 3"", Negro Mate, Cabeza Plana, Basic","Conector de alta calidad para uso profesional y doméstico. Fabricado con materiales seleccionados que garantizan durabilidad y un rendimiento confiable en cada aplicación. Ideal para proyectos de construcción, instalaciones y mantenimiento general en el hogar, taller o empresa.",,"https://www.truper.com/media/import/imagenes/BC-306PP.jpg, https://www.truper.com/media/import/imagenes/BC-306PP+EI1.jpg, https://www.truper.com/media/import/imagenes/BC-306PP+EM1.jpg, https://www.truper.com/media/import/imagenes/BC-306PP+E1.jpg, https://www.truper.com/media/import/imagenes/BC-306PP+FC1.jpg, https://www.truper.com/media/import/imagenes/BC-306PP+FC2.jpg",945.25,,,,,,,
10045237,simple,Bloco Contacto Bfco,"Bloco de alta calidad para uso profesional y doméstico. Fabricado con materiales seleccionados que garantizan durabilidad y un rendimiento confiable en cada aplicación. Ideal para proyectos de construcción, instalaciones y mantenimiento general en el hogar, taller o empresa.",,"https://m.media-amazon.com/images/I/61W8GZ+VxCL._AC_UF894,1000_QL80_.jpg",0.0,,,,,,,
10561730,simple,Bloco Contacto Bfco-22,"Bloco de alta calidad para uso profesional y doméstico. Fabricado con materiales seleccionados que garantizan durabilidad y un rendimiento confiable en cada aplicación. Ideal para proyectos de construcción, instalaciones y mantenimiento general en el hogar, taller o empresa.",,"https://m.media-amazon.com/images/I/61W8GZ+VxCL._AC_UF894,1000_QL80_.jpg",0.0,,,,,,,
BLOQ0001,simple,Bloque Repartidor 1 Entrada (3/0) 6 Salidas 1/0-8) Ud6c500al,"Bloque de alta calidad para uso profesional y doméstico. Fabricado con materiales seleccionados que garantizan durabilidad y un rendimiento confiable en cada aplicación. Ideal para proyectos de construcción, instalaciones y mantenimiento general en el hogar, taller o empresa.",,"https://m.media-amazon.com/images/I/71Y+KZM5q3L._AC_UF894,1000_QL80_.jpg",1744.5,,,,,,,
44084,simple,"Blã­ster C/2 Nudos (perros) de Hierro P/cable de 1/4"", Fiero","Nudo-1/4 de alta calidad para uso profesional y doméstico. Fabricado con materiales seleccionados que garantizan durabilidad y un rendimiento confiable en cada aplicación. Ideal para proyectos de construcción, instalaciones y mantenimiento general en el hogar, taller o empresa.",,https://www.truper.com/media/import/imagenes/NUDO-1-4.jpg,20.69,,,,,,,
46319,simple,"Blã­ster con 1 Pila Alcalina 9v, Volteck","Pila alcalina 9V de larga duración para uso en controles remotos, juguetes, linternas, relojes y dispositivos electrónicos portátiles. Su fórmula de alta energía garantiza una potencia estable desde el primer hasta el último momento de uso. Ideal para mantener en casa como respaldo para todos tus dispositivos de uso diario.",,"https://www.truper.com/media/import/imagenes/AL-9V.jpg, https://www.truper.com/media/import/imagenes/AL-9V+EI1.jpg, https://www.truper.com/media/import/imagenes/AL-9V+EIND1.jpg, https://www.truper.com/media/import/imagenes/AL-9V+EM1.jpg, https://www.truper.com/media/import/imagenes/AL-9V+E1.jpg",43.1,,,,,,,
47203,simple,"Blã­ster con 1 Pila Recargable 9v Uso General, 250 Mah","Pila alcalina 9V de larga duración para uso en controles remotos, juguetes, linternas, relojes y dispositivos electrónicos portátiles. Su fórmula de alta energía garantiza una potencia estable desde el primer hasta el último momento de uso. Ideal para mantener en casa como respaldo para todos tus dispositivos de uso diario.",,"https://www.truper.com/media/import/imagenes/RE-9V2.jpg, https://www.truper.com/media/import/imagenes/RE-9V2+EI1.jpg, https://www.truper.com/media/import/imagenes/RE-9V2+EIND1.jpg, https://www.truper.com/media/import/imagenes/RE-9V2+EM1.jpg, https://www.truper.com/media/import/imagenes/RE-9V2+E1.jpg",171.55,,,,,,,
40231,simple,"Blã­ster con 130 Clavos Estã¡ndar 1"" con Cabeza, Fiero","Clavo de acero para fijación de madera en proyectos de construcción, carpintería y acabados. Su punta cónica permite una penetración limpia y segura en la madera sin causar rajaduras. Disponible en diferentes medidas para adaptarse a espesores y aplicaciones variadas.",,"https://www.truper.com/media/import/imagenes/CLE-1A.jpg, https://www.truper.com/media/import/imagenes/CLE-1A+D1.jpg, https://www.truper.com/media/import/imagenes/CLE-1A+FC1.jpg",6.9,,,,,,,
43425,simple,Blã­ster con 2 Candados de Latã³n de 20mm con Gancho Corto,Dado de impacto en acero al cromo-vanadio para su uso con matraca o taladro de impacto. Diseñado para soportar altos torques sin deformarse ni agrietarse. Compatible con cuadros estándar para su uso en todo tipo de trabajos mecánicos y de mantenimiento.,,"https://www.truper.com/media/import/imagenes/CL-20.jpg, https://www.truper.com/media/import/imagenes/CL-20+D1.jpg, https://www.truper.com/media/import/imagenes/CL-20+D2.jpg, https://www.truper.com/media/import/imagenes/CL-20+D3.jpg, https://www.truper.com/media/import/imagenes/CL-20+D4.jpg, https://www.truper.com/media/import/imagenes/CL-20+EI1.jpg, https://www.truper.com/media/import/imagenes/CL-20+EIND1.jpg, https://www.truper.com/media/import/imagenes/CL-20+EM1.jpg, https://www.truper.com/media/import/imagenes/CL-20+FC1.jpg",87.93,,,,,,,
43426,simple,Blã­ster con 2 Candados de Latã³n de 25mm con Gancho Corto,Dado de impacto en acero al cromo-vanadio para su uso con matraca o taladro de impacto. Diseñado para soportar altos torques sin deformarse ni agrietarse. Compatible con cuadros estándar para su uso en todo tipo de trabajos mecánicos y de mantenimiento.,,"https://www.truper.com/media/import/imagenes/CL-25.jpg, https://www.truper.com/media/import/imagenes/CL-25+D1.jpg, https://www.truper.com/media/import/imagenes/CL-25+D2.jpg, https://www.truper.com/media/import/imagenes/CL-25+D3.jpg, https://www.truper.com/media/import/imagenes/CL-25+D4.jpg, https://www.truper.com/media/import/imagenes/CL-25+EI1.jpg, https://www.truper.com/media/import/imagenes/CL-25+EIND1.jpg, https://www.truper.com/media/import/imagenes/CL-25+EM1.jpg, https://www.truper.com/media/import/imagenes/CL-25+FC1.jpg",111.21,,,,,,,
43444,simple,Blã­ster con 2 Candados de Latã³n de 40mm con Gancho Largo,Dado de impacto en acero al cromo-vanadio para su uso con matraca o taladro de impacto. Diseñado para soportar altos torques sin deformarse ni agrietarse. Compatible con cuadros estándar para su uso en todo tipo de trabajos mecánicos y de mantenimiento.,,"https://www.truper.com/media/import/imagenes/CL-40LX2.jpg, https://www.truper.com/media/import/imagenes/CL-40LX2+D1.jpg, https://www.truper.com/media/import/imagenes/CL-40LX2+D2.jpg, https://www.truper.com/media/import/imagenes/CL-40LX2+D3.jpg, https://www.truper.com/media/import/imagenes/CL-40LX2+D4.jpg, https://www.truper.com/media/import/imagenes/CL-40LX2+EI1.jpg, https://www.truper.com/media/import/imagenes/CL-40LX2+EIND1.jpg, https://www.truper.com/media/import/imagenes/CL-40LX2+EM1.jpg, https://www.truper.com/media/import/imagenes/CL-40LX2+FC1.jpg",245.69,,,,,,,
12861,simple,Blã­ster con 2 Cuchillas para Cortador de Tubo Cot-30e,"Blister de alta calidad para uso profesional y doméstico. Fabricado con materiales seleccionados que garantizan durabilidad y un rendimiento confiable en cada aplicación. Ideal para proyectos de construcción, instalaciones y mantenimiento general en el hogar, taller o empresa.",,https://www.truper.com/media/import/imagenes/REP-COT-45X-30E.jpg,53.45,,,,,,,
46318,simple,"Blã­ster con 2 Pilas Alcalinas D, Volteck","Batreria de alta calidad para uso profesional y doméstico. Fabricado con materiales seleccionados que garantizan durabilidad y un rendimiento confiable en cada aplicación. Ideal para proyectos de construcción, instalaciones y mantenimiento general en el hogar, taller o empresa.",,"https://www.truper.com/media/import/imagenes/AL-D.jpg, https://www.truper.com/media/import/imagenes/AL-D+EI1.jpg, https://www.truper.com/media/import/imagenes/AL-D+EIND1.jpg, https://www.truper.com/media/import/imagenes/AL-D+EM1.jpg, https://www.truper.com/media/import/imagenes/AL-D+E1.jpg",53.45,,,,,,,
40223,simple,"Blã­ster con 20 Clavos Negros para Concreto 1-1/2"", Fiero","Clavo de acero para fijación de madera en proyectos de construcción, carpintería y acabados. Su punta cónica permite una penetración limpia y segura en la madera sin causar rajaduras. Disponible en diferentes medidas para adaptarse a espesores y aplicaciones variadas.",,https://www.truper.com/media/import/imagenes/CLC-1-1-2NA.jpg,9.05,,,,,,,
40221,simple,"Blã­ster con 20 Clavos Negros para Concreto 2"", Fiero","Clavo de acero para fijación de madera en proyectos de construcción, carpintería y acabados. Su punta cónica permite una penetración limpia y segura en la madera sin causar rajaduras. Disponible en diferentes medidas para adaptarse a espesores y aplicaciones variadas.",,"https://www.truper.com/media/import/imagenes/CLC-2NA.jpg, https://www.truper.com/media/import/imagenes/CLC-2NA+D1.jpg, https://www.truper.com/media/import/imagenes/CLC-2NA+FC1.jpg",9.05,,,,,,,
40230,simple,"Blã­ster con 35 Clavos Estã¡ndar 2"" con Cabeza, Fiero","Clavo de acero para fijación de madera en proyectos de construcción, carpintería y acabados. Su punta cónica permite una penetración limpia y segura en la madera sin causar rajaduras. Disponible en diferentes medidas para adaptarse a espesores y aplicaciones variadas.",,"https://www.truper.com/media/import/imagenes/CLE-2A.jpg, https://www.truper.com/media/import/imagenes/CLE-2A+D1.jpg, https://www.truper.com/media/import/imagenes/CLE-2A+FC1.jpg",6.9,,,,,,,
46315,simple,"Blã­ster con 4 Pilas Alcalinas Aa, Volteck","Pila alcalina AA de larga duración para uso en controles remotos, juguetes, linternas, relojes y dispositivos electrónicos portátiles. Su fórmula de alta energía garantiza una potencia estable desde el primer hasta el último momento de uso. Ideal para mantener en casa como respaldo para todos tus dispositivos de uso diario.",,"https://www.truper.com/media/import/imagenes/AL-AA.jpg, https://www.truper.com/media/import/imagenes/AL-AA+EI1.jpg, https://www.truper.com/media/import/imagenes/AL-AA+EIND1.jpg, https://www.truper.com/media/import/imagenes/AL-AA+EM1.jpg, https://www.truper.com/media/import/imagenes/AL-AA+E1.jpg",53.45,,,,,,,
46316,simple,"Blã­ster con 4 Pilas Alcalinas Aaa, Volteck","Pila alcalina AAA de larga duración para uso en controles remotos, juguetes, linternas, relojes y dispositivos electrónicos portátiles. Su fórmula de alta energía garantiza una potencia estable desde el primer hasta el último momento de uso. Ideal para mantener en casa como respaldo para todos tus dispositivos de uso diario.",,"https://www.truper.com/media/import/imagenes/AL-AAA.jpg, https://www.truper.com/media/import/imagenes/AL-AAA+EI1.jpg, https://www.truper.com/media/import/imagenes/AL-AAA+EIND1.jpg, https://www.truper.com/media/import/imagenes/AL-AAA+EM1.jpg, https://www.truper.com/media/import/imagenes/AL-AAA+E1.jpg",39.66,,,,,,,
BOBI0001,simple,Bobina para Contactor S2 220v 3rt2934-5an21,"Bobina de alta calidad para uso profesional y doméstico. Fabricado con materiales seleccionados que garantizan durabilidad y un rendimiento confiable en cada aplicación. Ideal para proyectos de construcción, instalaciones y mantenimiento general en el hogar, taller o empresa.",,"https://m.media-amazon.com/images/I/71fE-5EGHRL._AC_UF894,1000_QL80_.jpg",558.75,,,,,,,
46506,simple,"Bolsa 2 Pz Portalã¡mparas P/tubo Led y Fluorescente, Base Fa8",Lámpara LED  de larga vida útil y bajo consumo energético para iluminación residencial y comercial. Reemplaza directamente a los focos incandescentes o fluorescentes convencionales con mayor eficiencia luminosa. Su tecnología LED garantiza miles de horas de uso continuo sin pérdida de calidad en la luz.,,"https://www.truper.com/media/import/imagenes/POPL-14.jpg, https://www.truper.com/media/import/imagenes/POPL-14+D1.jpg, https://www.truper.com/media/import/imagenes/POPL-14+EI1.jpg, https://www.truper.com/media/import/imagenes/POPL-14+EIND1.jpg, https://www.truper.com/media/import/imagenes/POPL-14+EM1.jpg, https://www.truper.com/media/import/imagenes/POPL-14+E1.jpg, https://www.truper.com/media/import/imagenes/POPL-14+FC1.jpg",26.72,,,,,,,
46508,simple,"Bolsa 2 Pz Portalã¡mparas P/tubo Led y Fluorescente, Base G13",Lámpara LED  de larga vida útil y bajo consumo energético para iluminación residencial y comercial. Reemplaza directamente a los focos incandescentes o fluorescentes convencionales con mayor eficiencia luminosa. Su tecnología LED garantiza miles de horas de uso continuo sin pérdida de calidad en la luz.,,"https://www.truper.com/media/import/imagenes/POPL-15.jpg, https://www.truper.com/media/import/imagenes/POPL-15+EI1.jpg, https://www.truper.com/media/import/imagenes/POPL-15+EIND1.jpg, https://www.truper.com/media/import/imagenes/POPL-15+EM1.jpg, https://www.truper.com/media/import/imagenes/POPL-15+E1.jpg, https://www.truper.com/media/import/imagenes/POPL-15+FC1.jpg",20.69,,,,,,,
